mode,roster_size,repetition,surface_ms,keyed_ms,contract_ms,incremental_ms,incremental_over_keyed_ms,contract_to_surface_ratio,contract_to_keyed_ratio,incremental_share_of_contract,incremental_over_keyed_share_of_contract
synchronize,500,102,0.2096,0.2062,7.6936,7.484,7.4874,36.706107,37.311348,0.972757,0.973199
synchronize,500,103,0.1893,0.1712,7.7034,7.5141,7.5322,40.694136,44.996495,0.975426,0.977776
synchronize,500,104,0.2367,0.1768,7.7542,7.5175,7.5774,32.759611,43.858597,0.969475,0.977199
synchronize,500,105,0.2275,0.1886,7.9865,7.759,7.7979,35.105495,42.346235,0.971514,0.976385
synchronize,500,106,0.19,0.1734,8.0468,7.8568,7.8734,42.351579,46.405998,0.976388,0.978451
synchronize,500,107,0.2044,0.1801,8.6402,8.4358,8.4601,42.271037,47.974459,0.976343,0.979156
synchronize,500,108,0.2004,0.173,8.3243,8.1239,8.1513,41.538423,48.117341,0.975926,0.979217
synchronize,500,109,0.1926,0.1721,8.1534,7.9608,7.9813,42.333333,47.375944,0.976378,0.978892
synchronize,500,110,0.197,0.1774,7.7858,7.5888,7.6084,39.521827,43.888388,0.974698,0.977215
synchronize,500,111,0.198,0.1753,8.6657,8.4677,8.4904,43.766162,49.433542,0.977151,0.979771
synchronize,500,112,0.1877,0.1728,8.2317,8.044,8.0589,43.855621,47.637153,0.977198,0.979008
synchronize,500,113,0.1968,0.1758,7.944,7.7472,7.7682,40.365854,45.187713,0.975227,0.97787
synchronize,500,114,0.1996,0.1791,7.8068,7.6072,7.6277,39.112224,43.589056,0.974433,0.977058
synchronize,500,115,0.1911,0.1705,7.9103,7.7192,7.7398,41.393511,46.394721,0.975842,0.978446
synchronize,500,116,0.2233,0.1769,7.7289,7.5056,7.552,34.612181,43.690786,0.971108,0.977112
synchronize,500,117,0.1988,0.1802,8.0632,7.8644,7.883,40.559356,44.745838,0.975345,0.977652
synchronize,500,118,0.1874,0.1715,9.0532,8.8658,8.8817,48.309498,52.788338,0.9793,0.981056
synchronize,500,119,0.2871,0.2579,7.7957,7.5086,7.5378,27.153257,30.227608,0.963172,0.966918
synchronize,500,120,0.1954,0.1736,7.6935,7.4981,7.5199,39.373081,44.317396,0.974602,0.977435
synchronize,500,121,0.1858,0.1769,7.4743,7.2885,7.2974,40.227664,42.251555,0.975141,0.976332
synchronize,500,122,0.2005,0.1768,7.9492,7.7487,7.7724,39.646883,44.961538,0.974777,0.977759
synchronize,500,123,0.1955,0.1728,8.6058,8.4103,8.433,44.019437,49.802083,0.977283,0.979921
synchronize,500,124,0.1856,0.1715,8.0549,7.8693,7.8834,43.399246,46.967347,0.976958,0.978709
synchronize,500,125,0.197,0.1759,7.6714,7.4744,7.4955,38.941117,43.61228,0.97432,0.977071
synchronize,500,126,0.1959,0.1776,8.1818,7.9859,8.0042,41.765186,46.068694,0.976057,0.978293
synchronize,500,127,0.1873,0.1718,9.4035,9.2162,9.2317,50.205553,54.735157,0.980082,0.98173
synchronize,500,128,0.3719,0.2438,9.9215,9.5496,9.6777,26.67787,40.695242,0.962516,0.975427
synchronize,500,129,0.4175,0.4294,12.9946,12.5771,12.5652,31.12479,30.262226,0.967871,0.966956
synchronize,500,130,0.4153,0.3261,12.8549,12.4396,12.5288,30.953287,39.420117,0.967693,0.974632
synchronize,500,131,0.4243,0.3866,12.4969,12.0726,12.1103,29.452981,32.325142,0.966048,0.969064
synchronize,500,132,0.2711,0.1785,10.5909,10.3198,10.4124,39.066396,59.332773,0.974403,0.983146
synchronize,500,133,0.1944,0.1812,7.697,7.5026,7.5158,39.593621,42.477925,0.974743,0.976458
synchronize,500,134,0.1962,0.2247,9.4287,9.2325,9.204,48.056575,41.961282,0.979191,0.976169
synchronize,500,135,0.1939,0.1845,8.4892,8.2953,8.3047,43.781331,46.011924,0.977159,0.978267
synchronize,500,136,0.1869,0.1708,7.5951,7.4082,7.4243,40.637239,44.467799,0.975392,0.977512
synchronize,500,137,0.2,0.1745,7.6755,7.4755,7.501,38.3775,43.985673,0.973943,0.977265
synchronize,500,138,0.2367,0.1752,8.0491,7.8124,7.8739,34.005492,45.942352,0.970593,0.978234
synchronize,500,139,0.1946,0.1719,9.1744,8.9798,9.0025,47.144913,53.370564,0.978789,0.981263
synchronize,500,140,0.203,0.1826,7.9416,7.7386,7.759,39.121182,43.491785,0.974438,0.977007
synchronize,500,141,0.201,0.1802,8.3979,8.1969,8.2177,41.780597,46.603219,0.976065,0.978542
synchronize,500,142,0.1953,0.2467,8.6639,8.4686,8.4172,44.362007,35.119173,0.977458,0.971526
synchronize,500,143,0.2598,0.2451,7.7962,7.5364,7.5511,30.008468,31.808242,0.966676,0.968562
synchronize,500,144,0.2478,0.2319,7.764,7.5162,7.5321,31.331719,33.479948,0.968083,0.970131
synchronize,500,145,0.3137,0.263,11.3702,11.0565,11.1072,36.245457,43.2327,0.97241,0.976869
synchronize,500,146,0.2211,0.2972,10.0163,9.7952,9.7191,45.302126,33.702221,0.977926,0.970328
synchronize,500,147,0.2217,0.1748,7.7398,7.5181,7.565,34.911141,44.278032,0.971356,0.977415
synchronize,500,148,0.1871,0.1713,8.1926,8.0055,8.0213,43.78728,47.826036,0.977162,0.979091
synchronize,500,149,0.2262,0.1788,7.7484,7.5222,7.5696,34.254642,43.33557,0.970807,0.976924
synchronize,500,150,0.1987,0.1754,9.2253,9.0266,9.0499,46.428284,52.595781,0.978461,0.980987
synchronize,500,151,0.1874,0.1728,8.1682,7.9808,7.9954,43.58698,47.269676,0.977057,0.978845
synchronize,500,152,0.1976,0.2247,7.6113,7.4137,7.3866,38.518725,33.873164,0.974039,0.970478
synchronize,500,153,0.2028,0.1748,8.7559,8.5531,8.5811,43.175049,50.090961,0.976838,0.980036
synchronize,500,154,0.1909,0.1707,7.6065,7.4156,7.4358,39.845469,44.560633,0.974903,0.977559
synchronize,500,155,0.214,0.1792,10.1799,9.9659,10.0007,47.569626,56.807478,0.978978,0.982397
synchronize,500,156,0.2777,0.1999,7.6016,7.3239,7.4017,27.373425,38.027014,0.963468,0.973703
synchronize,500,157,0.2795,0.1974,8.2764,7.9969,8.079,29.611449,41.927052,0.966229,0.976149
synchronize,500,158,0.2249,0.1987,7.7307,7.5058,7.532,34.373944,38.906392,0.970908,0.974297
synchronize,500,159,0.259,0.2083,7.3868,7.1278,7.1785,28.520463,35.462314,0.964937,0.971801
synchronize,500,160,0.2331,0.1883,8.1318,7.8987,7.9435,34.885457,43.185343,0.971335,0.976844
synchronize,500,161,0.2908,0.1826,8.563,8.2722,8.3804,29.446355,46.894852,0.96604,0.978676
synchronize,500,162,0.1954,0.1758,8.4443,8.2489,8.2685,43.215455,48.033561,0.97686,0.979181
synchronize,500,163,0.1931,0.1718,7.5882,7.3951,7.4164,39.296737,44.168801,0.974553,0.97736
synchronize,500,164,0.2169,0.1843,7.6876,7.4707,7.5033,35.443061,41.712425,0.971786,0.976026
synchronize,500,165,0.2602,0.21,7.4957,7.2355,7.2857,28.807456,35.69381,0.965287,0.971984
synchronize,500,166,0.2521,0.1719,8.5753,8.3232,8.4034,34.01547,49.885398,0.970602,0.979954
synchronize,500,167,0.2155,0.1741,8.4889,8.2734,8.3148,39.391647,48.758759,0.974614,0.979491
synchronize,500,168,0.1934,0.1741,7.6536,7.4602,7.4795,39.57394,43.960942,0.974731,0.977253
synchronize,500,169,0.1876,0.1722,7.9852,7.7976,7.813,42.565032,46.371661,0.976507,0.978435
synchronize,500,170,0.2122,0.1823,7.8707,7.6585,7.6884,37.090952,43.174438,0.973039,0.976838
synchronize,500,171,0.2045,0.1749,7.7429,7.5384,7.568,37.862592,44.27044,0.973589,0.977412
synchronize,500,172,0.1869,0.1751,8.801,8.6141,8.6259,47.089353,50.262707,0.978764,0.980105
synchronize,500,173,0.3271,0.1774,9.8586,9.5315,9.6812,30.139407,55.572717,0.966821,0.982006
synchronize,500,174,0.2023,0.2303,9.6753,9.473,9.445,47.826495,42.011724,0.979091,0.976197
synchronize,500,175,0.2266,0.177,7.846,7.6194,7.669,34.62489,44.327684,0.971119,0.977441
synchronize,500,176,0.2856,0.1876,7.8156,7.53,7.628,27.365546,41.660981,0.963458,0.975997
synchronize,500,177,0.2031,0.2255,8.1991,7.996,7.9736,40.369769,36.359645,0.975229,0.972497
synchronize,500,178,0.1866,0.1707,8.0013,7.8147,7.8306,42.879421,46.873462,0.976679,0.978666
synchronize,500,179,0.1976,0.1752,7.9272,7.7296,7.752,40.117409,45.246575,0.975073,0.977899
synchronize,500,180,0.1965,0.1804,7.7927,7.5962,7.6123,39.657506,43.196785,0.974784,0.97685
synchronize,500,181,0.1877,0.1731,7.7796,7.5919,7.6065,41.44699,44.942808,0.975873,0.977749
synchronize,500,182,0.2027,0.1763,9.4751,9.2724,9.2988,46.74445,53.744186,0.978607,0.981393
synchronize,500,183,0.1968,0.1755,7.7685,7.5717,7.593,39.474085,44.264957,0.974667,0.977409
synchronize,500,184,0.1873,0.1795,7.9015,7.7142,7.722,42.186332,44.019499,0.976296,0.977283
synchronize,500,185,0.1985,0.1758,7.8834,7.6849,7.7076,39.714861,44.843003,0.974821,0.9777
synchronize,500,186,0.1995,0.1761,7.9167,7.7172,7.7406,39.682707,44.955707,0.9748,0.977756
synchronize,500,187,0.1879,0.1717,9.6979,9.51,9.5262,51.612028,56.481654,0.980625,0.982295
synchronize,500,188,0.1987,0.3068,8.9385,8.7398,8.6317,44.984902,29.134615,0.97777,0.965677
synchronize,500,189,0.2012,0.1954,7.9841,7.7829,7.7887,39.682406,40.860287,0.9748,0.975526
synchronize,500,190,0.1876,0.1717,7.684,7.4964,7.5123,40.959488,44.752475,0.975586,0.977655
synchronize,500,191,0.2411,0.1813,7.6444,7.4033,7.4631,31.706346,42.164368,0.968461,0.976283
synchronize,500,192,0.3205,0.428,7.3564,7.0359,6.9284,22.952886,17.18785,0.956432,0.941819
synchronize,500,193,0.3258,0.2205,8.0626,7.7368,7.8421,24.747084,36.565079,0.959591,0.972652
synchronize,500,194,0.1968,0.1991,7.7709,7.5741,7.5718,39.48628,39.030136,0.974675,0.974379
synchronize,500,195,0.3146,0.2019,7.9086,7.594,7.7067,25.138589,39.170877,0.960221,0.974471
synchronize,500,196,0.2039,0.1769,7.7987,7.5948,7.6218,38.24767,44.085359,0.973855,0.977317
synchronize,500,197,0.242,0.3029,7.6391,7.3971,7.3362,31.566529,25.219875,0.968321,0.960349
synchronize,500,198,0.2351,0.2965,7.6158,7.3807,7.3193,32.393875,25.685666,0.96913,0.961068
synchronize,500,199,0.2924,0.2524,8.0223,7.7299,7.7699,27.436047,31.784073,0.963552,0.968538
synchronize,500,200,0.2532,0.2351,7.6795,7.4263,7.4444,30.329779,32.664823,0.967029,0.969386
synchronize,1000,1,0.3911,0.3465,16.0964,15.7053,15.7499,41.156737,46.454257,0.975703,0.978473
synchronize,1000,2,0.4269,0.3627,15.8913,15.4644,15.5286,37.224877,43.813896,0.973136,0.977176
synchronize,1000,3,0.6887,0.6614,15.7278,15.0391,15.0664,22.836939,23.779559,0.956211,0.957947
synchronize,1000,4,0.6666,0.6375,17.7865,17.1199,17.149,26.682418,27.900392,0.962522,0.964158
synchronize,1000,5,0.3897,0.512,15.3858,14.9961,14.8738,39.481139,30.050391,0.974671,0.966723
synchronize,1000,6,0.3878,0.3615,15.6238,15.236,15.2623,40.288293,43.219364,0.975179,0.976862
synchronize,1000,7,0.3719,0.4869,15.9796,15.6077,15.4927,42.967464,32.819059,0.976727,0.96953
synchronize,1000,8,0.3939,0.4069,16.2549,15.861,15.848,41.266565,39.948145,0.975767,0.974968
synchronize,1000,9,0.3871,0.4933,16.2615,15.8744,15.7682,42.008525,32.964727,0.976195,0.969665
synchronize,1000,10,0.4952,0.4274,17.9885,17.4933,17.5611,36.325727,42.088208,0.972471,0.97624
synchronize,1000,11,0.4017,0.3742,15.8373,15.4356,15.4631,39.425691,42.323089,0.974636,0.976372
synchronize,1000,12,0.3937,0.3518,16.3772,15.9835,16.0254,41.598171,46.552587,0.97596,0.978519
synchronize,1000,13,0.3726,0.349,16.0493,15.6767,15.7003,43.073806,45.986533,0.976784,0.978255
synchronize,1000,14,0.3892,0.3586,16.1409,15.7517,15.7823,41.471994,45.010876,0.975887,0.977783
synchronize,1000,15,0.4049,0.3486,16.6721,16.2672,16.3235,41.175846,47.825875,0.975714,0.979091
synchronize,1000,16,0.5092,0.5955,16.7559,16.2467,16.1604,32.906324,28.137531,0.969611,0.96446
synchronize,1000,17,0.5516,0.3754,16.2328,15.6812,15.8574,29.428571,43.241343,0.966019,0.976874
synchronize,1000,18,0.6246,0.3979,15.4488,14.8242,15.0509,24.73391,38.825836,0.95957,0.974244
synchronize,1000,19,0.4092,0.3566,15.7989,15.3897,15.4423,38.609238,44.304262,0.974099,0.977429
synchronize,1000,20,0.3957,0.4847,17.3191,16.9234,16.8344,43.768259,35.731587,0.977152,0.972014
synchronize,1000,21,0.6404,0.5805,17.4482,16.8078,16.8677,27.245784,30.057192,0.963297,0.96673
synchronize,1000,22,0.6407,0.5736,17.5024,16.8617,16.9288,27.317621,30.51325,0.963394,0.967227
synchronize,1000,23,0.4846,0.3572,17.7606,17.276,17.4034,36.650021,49.721725,0.972715,0.979888
synchronize,1000,24,0.3876,0.3487,15.4172,15.0296,15.0685,39.776058,44.213364,0.974859,0.977382
synchronize,1000,25,0.5203,0.4829,16.1567,15.6364,15.6738,31.052662,33.457652,0.967797,0.970111
synchronize,1000,26,0.5952,0.6969,15.9071,15.3119,15.2102,26.725638,22.825513,0.962583,0.956189
synchronize,1000,27,0.5119,0.4658,15.8938,15.3819,15.428,31.048642,34.121511,0.967792,0.970693
synchronize,1000,28,0.4132,0.353,18.4276,18.0144,18.0746,44.597289,52.202833,0.977577,0.980844
synchronize,1000,29,0.431,0.3514,15.4865,15.0555,15.1351,35.931555,44.070859,0.972169,0.977309
synchronize,1000,30,0.4142,0.3476,16.2794,15.8652,15.9318,39.303235,46.833717,0.974557,0.978648
synchronize,1000,31,0.3732,0.3583,17.4138,17.0406,17.0555,46.660772,48.601172,0.978569,0.979424
synchronize,1000,32,0.4311,0.4351,16.6457,16.2146,16.2106,38.612155,38.257182,0.974101,0.973861
synchronize,1000,33,0.4599,0.3978,15.8829,15.423,15.4851,34.535551,39.926848,0.971044,0.974954
synchronize,1000,34,0.656,0.3918,15.5317,14.8757,15.1399,23.676372,39.641909,0.957764,0.974774
synchronize,1000,35,0.4878,0.3597,15.7183,15.2305,15.3586,32.222837,43.69836,0.968966,0.977116
synchronize,1000,36,0.3986,0.3535,17.2233,16.8247,16.8698,43.209483,48.722207,0.976857,0.979475
synchronize,1000,37,0.3793,0.356,15.4887,15.1094,15.1327,40.834959,43.507584,0.975511,0.977016
synchronize,1000,38,0.3953,0.3537,16.9125,16.5172,16.5588,42.783962,47.815946,0.976627,0.979086
synchronize,1000,39,0.391,0.3531,16.9699,16.5789,16.6168,43.401279,48.059756,0.976959,0.979193
synchronize,1000,40,0.6036,0.4499,17.0152,16.4116,16.5653,28.189529,37.81996,0.964526,0.973559
synchronize,1000,41,0.4207,0.381,16.2336,15.8129,15.8526,38.587117,42.607874,0.974085,0.97653
synchronize,1000,42,0.4129,0.3864,16.7002,16.2873,16.3138,40.446113,43.219979,0.975276,0.976863
synchronize,1000,43,0.3747,0.3492,15.7457,15.371,15.3965,42.022151,45.090779,0.976203,0.977823
synchronize,1000,44,0.3948,0.3562,17.0556,16.6608,16.6994,43.200608,47.882089,0.976852,0.979115
synchronize,1000,45,0.3956,0.3516,15.4139,15.0183,15.0623,38.963347,43.839306,0.974335,0.977189
synchronize,1000,46,0.3786,0.3477,16.0905,15.7119,15.7428,42.5,46.276963,0.976471,0.978391
synchronize,1000,47,0.5081,0.3556,16.9348,16.4267,16.5792,33.32966,47.623172,0.969997,0.979002
synchronize,1000,48,0.3918,0.3506,15.5389,15.1471,15.1883,39.660286,44.320878,0.974786,0.977437
synchronize,1000,49,0.3767,0.5024,16.0353,15.6586,15.5329,42.567826,31.917396,0.976508,0.968669
synchronize,1000,50,0.5446,0.4405,16.8691,16.3245,16.4286,30.975211,38.295346,0.967716,0.973887
synchronize,1000,51,0.406,0.3556,18.9523,18.5463,18.5967,46.680542,53.296682,0.978578,0.981237
synchronize,1000,52,0.5165,0.5807,15.9796,15.4631,15.3989,30.938238,27.517823,0.967678,0.96366
synchronize,1000,53,0.396,0.5341,18.7671,18.3711,18.233,47.391667,35.137802,0.978899,0.971541
synchronize,1000,54,0.3994,0.3662,15.6135,15.2141,15.2473,39.092389,42.636537,0.97442,0.976546
synchronize,1000,55,0.3836,0.3517,17.115,16.7314,16.7633,44.616788,48.663634,0.977587,0.979451
synchronize,1000,56,0.3959,0.4653,15.8241,15.4282,15.3588,39.969942,34.008382,0.974981,0.970595
synchronize,1000,57,0.3915,0.3567,15.9901,15.5986,15.6334,40.843167,44.827867,0.975516,0.977692
synchronize,1000,58,0.5956,0.3876,15.7601,15.1645,15.3725,26.46088,40.660733,0.962208,0.975406
synchronize,1000,59,0.5638,0.533,16.3094,15.7456,15.7764,28.927634,30.59925,0.965431,0.967319
synchronize,1000,60,0.6475,0.6133,23.2749,22.6274,22.6616,35.945792,37.950269,0.97218,0.97365
synchronize,1000,61,0.6614,0.6003,22.2387,21.5773,21.6384,33.623677,37.045977,0.970259,0.973007
synchronize,1000,62,0.6647,0.36,17.6898,17.0251,17.3298,26.613209,49.138333,0.962425,0.979649
synchronize,1000,63,0.5605,0.3916,20.4266,19.8661,20.035,36.443533,52.1619,0.97256,0.980829
synchronize,1000,64,0.3917,0.3611,19.8463,19.4546,19.4852,50.667092,54.960676,0.980263,0.981805
synchronize,1000,65,0.4266,0.6035,20.5922,20.1656,19.9887,48.270511,34.121292,0.979283,0.970693
synchronize,1000,66,0.3803,0.3522,18.2087,17.8284,17.8565,47.879832,51.699886,0.979114,0.980658
synchronize,1000,67,0.4992,0.5321,16.7333,16.2341,16.2012,33.520232,31.44766,0.970167,0.968201
synchronize,1000,68,0.5782,0.3746,18.177,17.5988,17.8024,31.437219,48.523759,0.968191,0.979392
synchronize,1000,69,0.7341,0.6645,18.7612,18.0271,18.0967,25.556736,28.233559,0.960871,0.964581
synchronize,1000,70,0.6188,0.412,15.8731,15.2543,15.4611,25.651422,38.526942,0.961016,0.974044
synchronize,1000,71,0.5462,0.3554,18.3499,17.8037,17.9945,33.595569,51.631683,0.970234,0.980632
synchronize,1000,72,0.4008,0.505,17.5834,17.1826,17.0784,43.870758,34.818614,0.977206,0.97128
synchronize,1000,73,1.0439,0.6908,18.0572,17.0133,17.3664,17.297825,26.139548,0.942189,0.961744
synchronize,1000,74,0.398,0.6485,23.4723,23.0743,22.8238,58.975628,36.194757,0.983044,0.972372
synchronize,1000,75,0.4011,0.4032,18.7524,18.3513,18.3492,46.752431,46.508929,0.978611,0.978499
synchronize,1000,76,0.4085,0.3516,15.9914,15.5829,15.6398,39.146634,45.481797,0.974455,0.978013
synchronize,1000,77,0.5326,0.6795,19.7049,19.1723,19.0254,36.997559,28.999117,0.972971,0.965516
synchronize,1000,78,0.482,0.3556,17.3439,16.8619,16.9883,35.983195,48.773622,0.972209,0.979497
synchronize,1000,79,0.3864,0.3538,17.0016,16.6152,16.6478,44,48.054268,0.977273,0.97919
synchronize,1000,80,0.4004,0.3487,18.4724,18.072,18.1237,46.134865,52.97505,0.978324,0.981123
synchronize,1000,81,0.5569,0.5031,22.2819,21.725,21.7788,40.010594,44.289207,0.975007,0.977421
synchronize,1000,82,0.6549,0.4718,16.1594,15.5045,15.6876,24.674607,34.25053,0.959473,0.970803
synchronize,1000,83,0.4461,0.5049,15.67,15.2239,15.1651,35.126653,31.035849,0.971532,0.967779
synchronize,1000,84,0.3879,0.3546,15.526,15.1381,15.1714,40.02578,43.784546,0.975016,0.977161
synchronize,1000,85,0.7534,0.4491,15.4814,14.728,15.0323,20.548713,34.472055,0.951335,0.970991
synchronize,1000,86,0.4924,0.4029,17.4673,16.9749,17.0644,35.473802,43.353934,0.97181,0.976934
synchronize,1000,87,0.3901,0.3444,16.8751,16.485,16.5307,43.258395,48.998548,0.976883,0.979591
synchronize,1000,88,0.3747,0.3555,17.0558,16.6811,16.7003,45.518548,47.976934,0.978031,0.979157
synchronize,1000,89,0.3948,0.3576,15.9125,15.5177,15.5549,40.305218,44.498043,0.975189,0.977527
synchronize,1000,90,0.3945,0.364,16.1759,15.7814,15.8119,41.003549,44.439286,0.975612,0.977497
synchronize,1000,91,0.3802,0.4666,15.798,15.4178,15.3314,41.551815,33.857694,0.975934,0.970465
synchronize,1000,92,0.5733,0.3933,16.9522,16.3789,16.5589,29.56951,43.102466,0.966181,0.976799
synchronize,1000,93,0.4208,0.3514,17.0982,16.6774,16.7468,40.632605,48.657371,0.975389,0.979448
synchronize,1000,94,0.3821,0.3665,15.5971,15.215,15.2306,40.819419,42.556889,0.975502,0.976502
synchronize,1000,95,0.3896,0.3906,17.0777,16.6881,16.6871,43.833932,43.72171,0.977187,0.977128
synchronize,1000,96,0.3961,0.349,15.7197,15.3236,15.3707,39.68619,45.04212,0.974802,0.977799
synchronize,1000,97,0.378,0.3469,15.7973,15.4193,15.4504,41.791799,45.538484,0.976072,0.978041
synchronize,1000,98,0.3908,0.6237,16.938,16.5472,16.3143,43.341863,27.157287,0.976928,0.963177
synchronize,1000,99,0.4009,0.3481,16.2849,15.884,15.9368,40.620853,46.782246,0.975382,0.978624
synchronize,1000,100,0.4476,0.5803,16.8195,16.3719,16.2392,37.577078,28.984146,0.973388,0.965498
synchronize,1000,101,0.4526,0.3957,15.4629,15.0103,15.0672,34.164605,39.077331,0.97073,0.97441
synchronize,1000,102,0.3955,0.484,15.6366,15.2411,15.1526,39.536283,32.307025,0.974707,0.969047
synchronize,1000,103,0.594,0.3936,18.1475,17.5535,17.7539,30.551347,46.106453,0.967268,0.978311
synchronize,1000,104,0.3991,0.7277,15.8389,15.4398,15.1112,39.686545,21.7657,0.974803,0.954056
synchronize,1000,105,0.692,0.6443,16.4073,15.7153,15.763,23.709971,25.465311,0.957824,0.960731
synchronize,1000,106,0.6198,0.4371,15.9308,15.311,15.4937,25.70313,36.44658,0.961094,0.972563
synchronize,1000,107,0.5189,0.4938,17.7987,17.2798,17.3049,34.300829,36.04435,0.970846,0.972256
synchronize,1000,108,0.6127,1.2825,21.71,21.0973,20.4275,35.433328,16.927875,0.971778,0.940926
synchronize,1000,109,0.708,0.3852,16.1356,15.4276,15.7504,22.790395,41.888889,0.956122,0.976127
synchronize,1000,110,0.3972,0.3501,16.2435,15.8463,15.8934,40.895015,46.396744,0.975547,0.978447
synchronize,1000,111,0.7125,0.4016,17.1077,16.3952,16.7061,24.010807,42.598855,0.958352,0.976525
synchronize,1000,112,0.394,0.3455,18.7876,18.3936,18.4421,47.684264,54.378003,0.979029,0.98161
synchronize,1000,113,0.431,0.354,16.1816,15.7506,15.8276,37.544316,45.710734,0.973365,0.978123
synchronize,1000,114,0.4103,0.3494,17.0728,16.6625,16.7234,41.610529,48.863194,0.975968,0.979535
synchronize,1000,115,0.3813,0.3836,17.5819,17.2006,17.1983,46.110412,45.833942,0.978313,0.978182
synchronize,1000,116,0.7962,0.3808,18.1777,17.3815,17.7969,22.83057,47.735557,0.956199,0.979051
synchronize,1000,117,0.4101,0.3981,18.483,18.0729,18.0849,45.069495,46.428033,0.977812,0.978461
synchronize,1000,118,0.3748,0.3463,15.6979,15.3231,15.3516,41.883404,45.330349,0.976124,0.97794
synchronize,1000,119,0.3877,0.3562,16.806,16.4183,16.4498,43.347949,47.181359,0.976931,0.978805
synchronize,1000,120,0.5386,0.3828,17.0901,16.5515,16.7073,31.730598,44.644984,0.968485,0.977601
synchronize,1000,121,0.4518,0.4294,16.1981,15.7463,15.7687,35.852368,37.722636,0.972108,0.973491
synchronize,1000,122,0.5426,0.4313,16.6262,16.0836,16.1949,30.641725,38.549038,0.967365,0.974059
synchronize,1000,123,0.3918,0.4512,15.0398,14.648,14.5886,38.386422,33.33289,0.973949,0.97
synchronize,1000,124,0.5652,0.4209,15.8601,15.2949,15.4392,28.06104,37.681397,0.964363,0.973462
synchronize,1000,125,0.39,0.4135,16.9249,16.5349,16.5114,43.397179,40.930834,0.976957,0.975569
synchronize,1000,126,0.5068,0.3919,15.0384,14.5316,14.6465,29.673244,38.373054,0.9663,0.97394
synchronize,1000,127,0.3979,0.3789,16.8404,16.4425,16.4615,42.323197,44.4455,0.976372,0.977501
synchronize,1000,128,0.3943,0.4031,16.004,15.6097,15.6009,40.588384,39.702307,0.975362,0.974813
synchronize,1000,129,0.6005,0.4704,15.4153,14.8148,14.9449,25.670774,32.770621,0.961045,0.969485
synchronize,1000,130,0.3848,0.4843,17.7275,17.3427,17.2432,46.069387,36.604377,0.978294,0.972681
synchronize,1000,131,0.4152,0.6693,15.9167,15.5015,15.2474,38.335019,23.781115,0.973914,0.95795
synchronize,1000,132,0.3931,0.3471,16.2556,15.8625,15.9085,41.352328,46.832613,0.975818,0.978647
synchronize,1000,133,0.5924,0.4205,18.5292,17.9368,18.1087,31.27819,44.064685,0.968029,0.977306
synchronize,1000,134,0.3967,0.3526,15.6051,15.2084,15.2525,39.337283,44.257232,0.974579,0.977405
synchronize,1000,135,0.8077,0.467,19.7524,18.9447,19.2854,24.455119,42.29636,0.959109,0.976357
synchronize,1000,136,1.0166,0.5784,17.5432,16.5266,16.9648,17.256738,30.330567,0.942052,0.96703
synchronize,1000,137,0.5836,0.3711,15.31,14.7264,14.9389,26.233722,41.255726,0.961881,0.975761
synchronize,1000,138,0.5184,0.4751,16.1251,15.6067,15.65,31.105517,33.940434,0.967851,0.970537
synchronize,1000,139,0.3967,0.3566,16.0472,15.6505,15.6906,40.451727,45.000561,0.975279,0.977778
synchronize,1000,140,0.4004,0.3921,16.5432,16.1428,16.1511,41.316683,42.191278,0.975797,0.976298
synchronize,1000,141,0.3906,0.3619,16.534,16.1434,16.1721,42.329749,45.686654,0.976376,0.978112
synchronize,1000,142,0.3758,0.3454,16.8619,16.4861,16.5165,44.869345,48.818471,0.977713,0.979516
synchronize,1000,143,0.3918,0.3571,15.2762,14.8844,14.9191,38.989791,42.778493,0.974352,0.976624
synchronize,1000,144,0.3891,0.3708,16.8958,16.5067,16.525,43.42277,45.565804,0.976971,0.978054
synchronize,1000,145,1.3209,0.4984,16.6192,15.2983,16.1208,12.581725,33.345104,0.92052,0.970011
synchronize,1000,146,0.4249,0.3714,16.664,16.2391,16.2926,39.21864,44.868067,0.974502,0.977712
synchronize,1000,147,0.414,0.3573,15.8234,15.4094,15.4661,38.220773,44.286034,0.973836,0.97742
synchronize,1000,148,0.4305,0.3522,16.2452,15.8147,15.893,37.735656,46.124929,0.9735,0.97832
synchronize,1000,149,0.4685,0.3995,18.129,17.6605,17.7295,38.695838,45.379224,0.974157,0.977963
synchronize,1000,150,0.5544,0.3915,16.4066,15.8522,16.0151,29.593434,41.907024,0.966209,0.976138
synchronize,1000,151,0.387,0.362,15.9503,15.5633,15.5883,41.215245,44.061602,0.975737,0.977305
synchronize,1000,152,0.491,0.3972,17.4665,16.9755,17.0693,35.57332,43.974068,0.971889,0.977259
synchronize,1000,153,0.4132,0.3568,17.4942,17.081,17.1374,42.338335,49.03083,0.976381,0.979605
synchronize,1000,154,0.5793,0.3934,15.936,15.3567,15.5426,27.509063,40.508388,0.963648,0.975314
synchronize,1000,155,0.4496,0.3978,15.7449,15.2953,15.3471,35.019795,39.57994,0.971445,0.974735
synchronize,1000,156,0.4013,0.5785,16.0845,15.6832,15.506,40.080987,27.803803,0.975051,0.964034
synchronize,1000,157,0.3919,0.3686,17.0067,16.6148,16.6381,43.395509,46.138633,0.976956,0.978326
