mode,roster_size,repetition,surface_ms,keyed_ms,contract_ms,incremental_ms,incremental_over_keyed_ms,contract_to_surface_ratio,contract_to_keyed_ratio,incremental_share_of_contract,incremental_over_keyed_share_of_contract
replace,50,1,0.0217,0.019,0.4445,0.4228,0.4255,20.483871,23.394737,0.951181,0.957255
replace,50,2,0.0263,0.0276,0.4548,0.4285,0.4272,17.292776,16.478261,0.942172,0.939314
replace,50,3,0.0315,0.0265,0.479,0.4475,0.4525,15.206349,18.075472,0.934238,0.944676
replace,50,4,0.0279,0.0269,0.4996,0.4717,0.4727,17.90681,18.572491,0.944155,0.946157
replace,50,5,0.0229,0.0188,0.6114,0.5885,0.5926,26.69869,32.521277,0.962545,0.969251
replace,50,6,0.0232,0.0195,0.6139,0.5907,0.5944,26.461207,31.482051,0.962209,0.968236
replace,50,7,0.0212,0.0246,0.5357,0.5145,0.5111,25.268868,21.776423,0.960426,0.954079
replace,50,8,0.0214,0.0193,0.484,0.4626,0.4647,22.616822,25.07772,0.955785,0.960124
replace,50,9,0.0209,0.019,0.4369,0.416,0.4179,20.904306,22.994737,0.952163,0.956512
replace,50,10,0.021,0.0184,0.5609,0.5399,0.5425,26.709524,30.483696,0.96256,0.967196
replace,50,11,0.0216,0.0196,0.4366,0.415,0.417,20.212963,22.27551,0.950527,0.955108
replace,50,12,0.0224,0.0196,0.4355,0.4131,0.4159,19.441964,22.219388,0.948565,0.954994
replace,50,13,0.0285,0.0185,0.4519,0.4234,0.4334,15.85614,24.427027,0.936933,0.959062
replace,50,14,0.0225,0.0192,0.4472,0.4247,0.428,19.875556,23.291667,0.949687,0.957066
replace,50,15,0.0214,0.0194,0.5603,0.5389,0.5409,26.182243,28.881443,0.961806,0.965376
replace,50,16,0.0202,0.0191,0.4365,0.4163,0.4174,21.608911,22.853403,0.953723,0.956243
replace,50,17,0.0199,0.0189,0.4356,0.4157,0.4167,21.889447,23.047619,0.954316,0.956612
replace,50,18,0.0201,0.0203,0.4424,0.4223,0.4221,22.00995,21.793103,0.954566,0.954114
replace,50,19,0.0204,0.0189,0.5449,0.5245,0.526,26.710784,28.830688,0.962562,0.965315
replace,50,20,0.0221,0.0236,0.4639,0.4418,0.4403,20.99095,19.65678,0.95236,0.949127
replace,50,21,0.0202,0.019,0.4407,0.4205,0.4217,21.816832,23.194737,0.954164,0.956887
replace,50,22,0.0206,0.0186,0.4335,0.4129,0.4149,21.043689,23.306452,0.95248,0.957093
replace,50,23,0.02,0.0183,0.435,0.415,0.4167,21.75,23.770492,0.954023,0.957931
replace,50,24,0.0208,0.019,0.5117,0.4909,0.4927,24.600962,26.931579,0.959351,0.962869
replace,50,25,0.0207,0.0186,0.4339,0.4132,0.4153,20.961353,23.327957,0.952293,0.957133
replace,50,26,0.0206,0.0215,0.4343,0.4137,0.4128,21.082524,20.2,0.952567,0.950495
replace,50,27,0.0205,0.0184,0.4573,0.4368,0.4389,22.307317,24.853261,0.955172,0.959764
replace,50,28,0.0197,0.0191,0.4445,0.4248,0.4254,22.563452,23.272251,0.955681,0.95703
replace,50,29,0.0207,0.0188,0.5006,0.4799,0.4818,24.183575,26.62766,0.95865,0.962445
replace,50,30,0.0198,0.0186,0.4381,0.4183,0.4195,22.126263,23.553763,0.954805,0.957544
replace,50,31,0.0197,0.019,0.4362,0.4165,0.4172,22.142132,22.957895,0.954837,0.956442
replace,50,32,0.0202,0.0186,0.4531,0.4329,0.4345,22.430693,24.360215,0.955418,0.958949
replace,50,33,0.0199,0.0184,0.4344,0.4145,0.416,21.829146,23.608696,0.95419,0.957643
replace,50,34,0.0199,0.0186,0.4876,0.4677,0.469,24.502513,26.215054,0.959188,0.961854
replace,50,35,0.0203,0.0188,0.4643,0.444,0.4455,22.871921,24.696809,0.956278,0.959509
replace,50,36,0.0213,0.0192,0.4623,0.441,0.4431,21.704225,24.078125,0.953926,0.958469
replace,50,37,0.0207,0.0192,0.4552,0.4345,0.436,21.990338,23.708333,0.954525,0.957821
replace,50,38,0.0208,0.0194,0.4517,0.4309,0.4323,21.716346,23.283505,0.953952,0.957051
replace,50,39,0.0211,0.0193,0.5093,0.4882,0.49,24.137441,26.388601,0.958571,0.962105
replace,50,40,0.0201,0.019,0.4645,0.4444,0.4455,23.109453,24.447368,0.956728,0.959096
replace,50,41,0.0207,0.019,0.4336,0.4129,0.4146,20.94686,22.821053,0.95226,0.956181
replace,50,42,0.0199,0.0188,0.4329,0.413,0.4141,21.753769,23.026596,0.954031,0.956572
replace,50,43,0.0196,0.0185,0.4457,0.4261,0.4272,22.739796,24.091892,0.956024,0.958492
replace,50,44,0.0249,0.0218,0.7619,0.737,0.7401,30.598394,34.949541,0.967319,0.971387
replace,50,45,0.0214,0.0203,0.4475,0.4261,0.4272,20.911215,22.044335,0.952179,0.954637
replace,50,46,0.0205,0.0194,0.4561,0.4356,0.4367,22.24878,23.510309,0.955054,0.957465
replace,50,47,0.0278,0.0189,0.5024,0.4746,0.4835,18.071942,26.582011,0.944666,0.962381
replace,50,48,0.4919,0.0241,0.505,0.0131,0.4809,1.026631,20.954357,0.025941,0.952277
replace,50,49,0.0217,0.0193,0.5062,0.4845,0.4869,23.327189,26.227979,0.957132,0.961873
replace,50,50,0.023,0.0195,0.4683,0.4453,0.4488,20.36087,24.015385,0.950886,0.95836
replace,50,51,0.0212,0.02,0.4994,0.4782,0.4794,23.556604,24.97,0.957549,0.959952
replace,50,52,0.0203,0.0188,0.4438,0.4235,0.425,21.862069,23.606383,0.954259,0.957639
replace,50,53,0.0214,0.0187,0.5585,0.5371,0.5398,26.098131,29.86631,0.961683,0.966517
replace,50,54,0.0209,0.0192,0.507,0.4861,0.4878,24.258373,26.40625,0.958777,0.96213
replace,50,55,0.02,0.0185,0.4348,0.4148,0.4163,21.74,23.502703,0.954002,0.957452
replace,50,56,0.02,0.0183,0.4345,0.4145,0.4162,21.725,23.743169,0.95397,0.957883
replace,50,57,0.0198,0.0187,0.4331,0.4133,0.4144,21.873737,23.160428,0.954283,0.956823
replace,50,58,0.0198,0.0188,0.5431,0.5233,0.5243,27.429293,28.888298,0.963543,0.965384
replace,50,59,0.0207,0.0191,0.4353,0.4146,0.4162,21.028986,22.790576,0.952447,0.956122
replace,50,60,0.0201,0.019,0.436,0.4159,0.417,21.691542,22.947368,0.953899,0.956422
replace,50,61,0.0202,0.0184,0.4361,0.4159,0.4177,21.589109,23.701087,0.95368,0.957808
replace,50,62,0.0203,0.0184,0.4401,0.4198,0.4217,21.679803,23.918478,0.953874,0.958191
replace,50,63,0.0211,0.0192,0.5077,0.4866,0.4885,24.061611,26.442708,0.95844,0.962182
replace,50,64,0.02,0.0192,0.446,0.426,0.4268,22.3,23.229167,0.955157,0.956951
replace,50,65,0.02,0.02,0.4357,0.4157,0.4157,21.785,21.785,0.954097,0.954097
replace,50,66,0.0208,0.0186,0.446,0.4252,0.4274,21.442308,23.978495,0.953363,0.958296
replace,50,67,0.0205,0.0189,0.4406,0.4201,0.4217,21.492683,23.312169,0.953473,0.957104
replace,50,68,0.0213,0.0187,0.5013,0.48,0.4826,23.535211,26.807487,0.95751,0.962697
replace,50,69,0.0203,0.0189,0.4387,0.4184,0.4198,21.610837,23.21164,0.953727,0.956918
replace,50,70,0.0202,0.0192,0.4387,0.4185,0.4195,21.717822,22.848958,0.953955,0.956234
replace,50,71,0.0202,0.0188,0.4343,0.4141,0.4155,21.5,23.101064,0.953488,0.956712
replace,50,72,0.02,0.0187,0.4351,0.4151,0.4164,21.755,23.26738,0.954034,0.957021
replace,50,73,0.02,0.0183,0.4833,0.4633,0.465,24.165,26.409836,0.958618,0.962135
replace,50,74,0.0213,0.0188,0.4394,0.4181,0.4206,20.629108,23.37234,0.951525,0.957214
replace,50,75,0.0202,0.0186,0.438,0.4178,0.4194,21.683168,23.548387,0.953881,0.957534
replace,50,76,0.0202,0.0199,0.4692,0.449,0.4493,23.227723,23.577889,0.956948,0.957587
replace,50,77,0.088,0.0199,0.4823,0.3943,0.4624,5.480682,24.236181,0.817541,0.958739
replace,50,78,0.0203,0.0187,0.4408,0.4205,0.4221,21.714286,23.572193,0.953947,0.957577
replace,50,79,0.0203,0.0189,0.4343,0.414,0.4154,21.394089,22.978836,0.953258,0.956482
replace,50,80,0.0207,0.0184,0.4469,0.4262,0.4285,21.589372,24.288043,0.953681,0.958827
replace,50,81,0.0203,0.0186,0.4727,0.4524,0.4541,23.285714,25.413978,0.957055,0.960652
replace,50,82,0.0195,0.018,0.5001,0.4806,0.4821,25.646154,27.783333,0.961008,0.964007
replace,50,83,0.0204,0.0187,0.4501,0.4297,0.4314,22.063725,24.069519,0.954677,0.958454
replace,50,84,0.0201,0.0185,0.4846,0.4645,0.4661,24.109453,26.194595,0.958522,0.961824
replace,50,85,0.0204,0.0202,0.4556,0.4352,0.4354,22.333333,22.554455,0.955224,0.955663
replace,50,86,0.0199,0.0234,0.4378,0.4179,0.4144,22,18.709402,0.954545,0.946551
replace,50,87,0.0238,0.0199,0.5587,0.5349,0.5388,23.47479,28.075377,0.957401,0.964382
replace,50,88,0.0195,0.019,0.4513,0.4318,0.4323,23.14359,23.752632,0.956791,0.957899
replace,50,89,0.0198,0.0188,0.4353,0.4155,0.4165,21.984848,23.154255,0.954514,0.956811
replace,50,90,0.0197,0.0191,0.4326,0.4129,0.4135,21.959391,22.649215,0.954461,0.955848
replace,50,91,0.0198,0.018,0.4472,0.4274,0.4292,22.585859,24.844444,0.955725,0.95975
replace,50,92,0.0206,0.0183,0.555,0.5344,0.5367,26.941748,30.327869,0.962883,0.967027
replace,50,93,0.0193,0.0192,0.439,0.4197,0.4198,22.746114,22.864583,0.956036,0.956264
replace,50,94,0.0192,0.0183,0.5601,0.5409,0.5418,29.171875,30.606557,0.96572,0.967327
replace,50,95,0.0197,0.0192,0.4395,0.4198,0.4203,22.309645,22.890625,0.955176,0.956314
replace,50,96,0.0195,0.0181,0.4348,0.4153,0.4167,22.297436,24.022099,0.955152,0.958372
replace,50,97,0.0196,0.0184,0.54,0.5204,0.5216,27.55102,29.347826,0.963704,0.965926
replace,50,98,0.0206,0.0209,0.5073,0.4867,0.4864,24.626214,24.272727,0.959393,0.958801
replace,50,99,0.0199,0.0187,0.4274,0.4075,0.4087,21.477387,22.855615,0.953439,0.956247
replace,50,100,0.0195,0.0185,0.4209,0.4014,0.4024,21.584615,22.751351,0.953671,0.956047
replace,50,101,0.0195,0.0184,0.4252,0.4057,0.4068,21.805128,23.108696,0.954139,0.956726
replace,50,102,0.02,0.0186,0.5052,0.4852,0.4866,25.26,27.16129,0.960412,0.963183
replace,50,103,0.0195,0.0181,0.4341,0.4146,0.416,22.261538,23.983425,0.955079,0.958305
replace,50,104,0.0197,0.0188,0.4279,0.4082,0.4091,21.720812,22.760638,0.953961,0.956065
replace,50,105,0.0196,0.0184,0.4269,0.4073,0.4085,21.780612,23.201087,0.954088,0.956899
replace,50,106,0.0206,0.0185,0.4814,0.4608,0.4629,23.368932,26.021622,0.957208,0.96157
replace,50,107,0.0196,0.0189,0.4266,0.407,0.4077,21.765306,22.571429,0.954055,0.955696
replace,50,108,0.0196,0.0183,0.4317,0.4121,0.4134,22.02551,23.590164,0.954598,0.957609
replace,50,109,0.0194,0.0187,0.4261,0.4067,0.4074,21.963918,22.786096,0.954471,0.956114
replace,50,110,0.0193,0.0225,0.426,0.4067,0.4035,22.072539,18.933333,0.954695,0.947183
replace,50,111,0.0196,0.0185,0.4725,0.4529,0.454,24.107143,25.540541,0.958519,0.960847
replace,50,112,0.0194,0.0191,0.4378,0.4184,0.4187,22.56701,22.921466,0.955688,0.956373
replace,50,113,0.0197,0.0192,0.4258,0.4061,0.4066,21.614213,22.177083,0.953734,0.954908
replace,50,114,0.0196,0.0183,0.4287,0.4091,0.4104,21.872449,23.42623,0.95428,0.957313
replace,50,115,0.0193,0.018,0.4264,0.4071,0.4084,22.093264,23.688889,0.954737,0.957786
replace,50,116,0.0203,0.0183,0.4755,0.4552,0.4572,23.423645,25.983607,0.957308,0.961514
replace,50,117,0.0192,0.0185,0.4315,0.4123,0.413,22.473958,23.324324,0.955504,0.957126
replace,50,118,0.0192,0.0181,0.4263,0.4071,0.4082,22.203125,23.552486,0.954961,0.957542
replace,50,119,0.0198,0.0187,0.4234,0.4036,0.4047,21.383838,22.641711,0.953236,0.955834
replace,50,120,0.02,0.0185,0.4237,0.4037,0.4052,21.185,22.902703,0.952797,0.956337
replace,50,121,0.0191,0.018,0.4685,0.4494,0.4505,24.528796,26.027778,0.959232,0.96158
replace,50,122,0.0196,0.022,0.4245,0.4049,0.4025,21.658163,19.295455,0.953828,0.948174
replace,50,123,0.0193,0.0183,0.4386,0.4193,0.4203,22.725389,23.967213,0.955996,0.958276
replace,50,124,0.0191,0.018,0.427,0.4079,0.409,22.356021,23.722222,0.955269,0.957845
replace,50,125,0.0197,0.0179,0.4539,0.4342,0.436,23.040609,25.357542,0.956598,0.960564
replace,50,126,0.0202,0.019,0.5238,0.5036,0.5048,25.930693,27.568421,0.961436,0.963727
replace,50,127,0.021,0.0184,0.4283,0.4073,0.4099,20.395238,23.277174,0.950969,0.957039
replace,50,128,0.0192,0.0181,0.4268,0.4076,0.4087,22.229167,23.58011,0.955014,0.957591
replace,50,129,0.0194,0.0184,0.4227,0.4033,0.4043,21.78866,22.972826,0.954105,0.95647
replace,50,130,0.0192,0.0181,0.4265,0.4073,0.4084,22.213542,23.563536,0.954982,0.957562
replace,50,131,0.0199,0.0182,0.4717,0.4518,0.4535,23.703518,25.917582,0.957812,0.961416
replace,50,132,0.0194,0.0186,0.4241,0.4047,0.4055,21.860825,22.801075,0.954256,0.956142
replace,50,133,0.0192,0.0179,0.423,0.4038,0.4051,22.03125,23.631285,0.95461,0.957683
replace,50,134,0.0196,0.0182,0.4313,0.4117,0.4131,22.005102,23.697802,0.954556,0.957802
replace,50,135,0.0197,0.0185,0.4437,0.424,0.4252,22.522843,23.983784,0.955601,0.958305
replace,50,136,0.0638,0.0182,0.4235,0.3597,0.4053,6.637931,23.269231,0.849351,0.957025
replace,50,137,0.0199,0.0181,0.4238,0.4039,0.4057,21.296482,23.414365,0.953044,0.957291
replace,50,138,0.0317,0.0182,0.4259,0.3942,0.4077,13.435331,23.401099,0.925569,0.957267
replace,50,139,0.0194,0.0186,0.4235,0.4041,0.4049,21.829897,22.768817,0.954191,0.95608
replace,50,140,0.0203,0.0184,0.4954,0.4751,0.477,24.403941,26.923913,0.959023,0.962858
replace,50,141,0.0195,0.0184,0.423,0.4035,0.4046,21.692308,22.98913,0.953901,0.956501
replace,50,142,0.0194,0.0185,0.4387,0.4193,0.4202,22.613402,23.713514,0.955778,0.95783
replace,50,143,0.0201,0.0243,0.44,0.4199,0.4157,21.890547,18.106996,0.954318,0.944773
replace,50,144,0.02,0.0184,0.4275,0.4075,0.4091,21.375,23.233696,0.953216,0.956959
replace,50,145,0.0192,0.0182,0.7358,0.7166,0.7176,38.322917,40.428571,0.973906,0.975265
replace,50,146,0.0228,0.0713,0.8212,0.7984,0.7499,36.017544,11.517532,0.972236,0.913176
replace,50,147,0.0202,0.0188,0.4468,0.4266,0.428,22.118812,23.765957,0.95479,0.957923
replace,50,148,0.0192,0.0182,0.4234,0.4042,0.4052,22.052083,23.263736,0.954653,0.957015
replace,50,149,0.0196,0.0182,0.4225,0.4029,0.4043,21.556122,23.214286,0.953609,0.956923
replace,50,150,0.0203,0.0184,0.513,0.4927,0.4946,25.270936,27.880435,0.960429,0.964133
replace,50,151,0.0198,0.0178,0.4278,0.408,0.41,21.606061,24.033708,0.953717,0.958392
replace,50,152,0.0196,0.0181,0.4207,0.4011,0.4026,21.464286,23.243094,0.953411,0.956976
replace,50,153,0.0192,0.0188,0.4233,0.4041,0.4045,22.046875,22.515957,0.954642,0.955587
replace,50,154,0.0194,0.0185,0.468,0.4486,0.4495,24.123711,25.297297,0.958547,0.96047
replace,50,155,0.0198,0.0182,0.4876,0.4678,0.4694,24.626263,26.791209,0.959393,0.962674
replace,50,156,0.0195,0.0183,0.4252,0.4057,0.4069,21.805128,23.234973,0.954139,0.956961
replace,50,157,0.0191,0.018,0.422,0.4029,0.404,22.094241,23.444444,0.954739,0.957346
replace,50,158,0.0195,0.0177,0.428,0.4085,0.4103,21.948718,24.180791,0.954439,0.958645
replace,50,159,0.0194,0.0178,0.4285,0.4091,0.4107,22.087629,24.073034,0.954726,0.95846
replace,50,160,0.0193,0.0184,0.4683,0.449,0.4499,24.264249,25.451087,0.958787,0.960709
replace,50,161,0.0198,0.0186,0.4235,0.4037,0.4049,21.388889,22.768817,0.953247,0.95608
replace,50,162,0.0192,0.0181,0.4216,0.4024,0.4035,21.958333,23.292818,0.954459,0.957068
replace,50,163,0.0191,0.0179,0.4264,0.4073,0.4085,22.324607,23.821229,0.955206,0.958021
replace,50,164,0.0194,0.0179,0.4233,0.4039,0.4054,21.819588,23.648045,0.95417,0.957713
replace,50,165,0.0197,0.0187,0.4656,0.4459,0.4469,23.634518,24.898396,0.957689,0.959837
replace,50,166,0.0192,0.018,0.4242,0.405,0.4062,22.09375,23.566667,0.954738,0.957567
replace,50,167,0.0195,0.018,0.4239,0.4044,0.4059,21.738462,23.55,0.953999,0.957537
replace,50,168,0.0194,0.0187,0.4245,0.4051,0.4058,21.881443,22.700535,0.954299,0.955948
replace,50,169,0.0195,0.018,0.4672,0.4477,0.4492,23.958974,25.955556,0.958262,0.961473
replace,50,170,0.0196,0.0187,0.4252,0.4056,0.4065,21.693878,22.737968,0.953904,0.956021
replace,50,171,0.0196,0.0181,0.4269,0.4073,0.4088,21.780612,23.585635,0.954088,0.957601
replace,50,172,0.0204,0.0216,0.4375,0.4171,0.4159,21.446078,20.25463,0.953371,0.950629
replace,50,173,0.02,0.0184,0.4242,0.4042,0.4058,21.21,23.054348,0.952852,0.956624
replace,50,174,0.02,0.0181,0.4645,0.4445,0.4464,23.225,25.662983,0.956943,0.961033
replace,50,175,0.0192,0.0179,0.4238,0.4046,0.4059,22.072917,23.675978,0.954696,0.957763
replace,50,176,0.0198,0.0178,0.4278,0.408,0.41,21.606061,24.033708,0.953717,0.958392
replace,50,177,0.0197,0.0182,0.4259,0.4062,0.4077,21.619289,23.401099,0.953745,0.957267
replace,50,178,0.0191,0.0178,0.4227,0.4036,0.4049,22.13089,23.747191,0.954814,0.95789
replace,50,179,0.02,0.0179,0.4765,0.4565,0.4586,23.825,26.620112,0.958027,0.962434
replace,50,180,0.0195,0.018,0.429,0.4095,0.411,22,23.833333,0.954545,0.958042
replace,50,181,0.0195,0.018,0.4444,0.4249,0.4264,22.789744,24.688889,0.956121,0.959496
replace,50,182,0.0196,0.0182,0.4223,0.4027,0.4041,21.545918,23.203297,0.953587,0.956903
replace,50,183,0.0191,0.0179,0.4226,0.4035,0.4047,22.125654,23.608939,0.954804,0.957643
replace,50,184,0.0191,0.0178,0.4724,0.4533,0.4546,24.732984,26.539326,0.959568,0.96232
replace,50,185,0.0196,0.0183,0.424,0.4044,0.4057,21.632653,23.169399,0.953774,0.95684
replace,50,186,0.0199,0.0179,0.4304,0.4105,0.4125,21.628141,24.044693,0.953764,0.958411
replace,50,187,0.0196,0.0177,0.4219,0.4023,0.4042,21.52551,23.836158,0.953543,0.958047
replace,50,188,0.0194,0.0178,0.4244,0.405,0.4066,21.876289,23.842697,0.954288,0.958058
replace,50,189,0.0194,0.018,0.4694,0.45,0.4514,24.195876,26.077778,0.958671,0.961653
replace,50,190,0.0194,0.018,0.4415,0.4221,0.4235,22.757732,24.527778,0.956059,0.95923
replace,50,191,0.0287,0.018,0.4216,0.3929,0.4036,14.689895,23.422222,0.931926,0.957306
replace,50,192,0.0193,0.0183,0.4282,0.4089,0.4099,22.186528,23.398907,0.954928,0.957263
replace,50,193,0.0192,0.0179,0.4755,0.4563,0.4576,24.765625,26.564246,0.959621,0.962355
replace,50,194,0.0209,0.0183,0.4801,0.4592,0.4618,22.971292,26.234973,0.956467,0.961883
replace,50,195,0.0196,0.0184,0.4438,0.4242,0.4254,22.642857,24.119565,0.955836,0.95854
replace,50,196,0.0193,0.0181,0.4347,0.4154,0.4166,22.523316,24.016575,0.955602,0.958362
replace,50,197,0.0192,0.0179,0.4363,0.4171,0.4184,22.723958,24.374302,0.955994,0.958973
replace,50,198,0.02,0.0181,0.426,0.406,0.4079,21.3,23.535912,0.953052,0.957512
replace,50,199,0.0193,0.0716,0.4794,0.4601,0.4078,24.839378,6.695531,0.959741,0.850647
replace,50,200,0.0196,0.0188,0.4296,0.41,0.4108,21.918367,22.851064,0.954376,0.956238
replace,200,1,0.1155,0.0712,1.6766,1.5611,1.6054,14.516017,23.547753,0.931111,0.957533
replace,200,2,0.0767,0.0727,1.7526,1.6759,1.6799,22.850065,24.10729,0.956236,0.958519
replace,200,3,0.0778,0.0731,1.7734,1.6956,1.7003,22.794344,24.259918,0.956129,0.95878
replace,200,4,0.0758,0.0749,1.7518,1.676,1.6769,23.110818,23.388518,0.95673,0.957244
replace,200,5,0.0771,0.0741,1.7546,1.6775,1.6805,22.757458,23.678812,0.956058,0.957768
replace,200,6,0.0792,0.0723,1.6855,1.6063,1.6132,21.281566,23.312586,0.953011,0.957105
replace,200,7,0.0752,0.0713,1.7876,1.7124,1.7163,23.771277,25.071529,0.957932,0.960114
replace,200,8,0.092,0.072,1.7717,1.6797,1.6997,19.257609,24.606944,0.948072,0.959361
replace,200,9,0.0825,0.0741,1.925,1.8425,1.8509,23.333333,25.978408,0.957143,0.961506
replace,200,10,0.0777,0.0734,1.769,1.6913,1.6956,22.767053,24.100817,0.956077,0.958508
replace,200,11,0.1284,0.0738,1.6951,1.5667,1.6213,13.201713,22.968835,0.924252,0.956463
replace,200,12,0.0791,0.0738,1.6888,1.6097,1.615,21.35019,22.883469,0.953162,0.9563
replace,200,13,0.0767,0.0722,1.7522,1.6755,1.68,22.84485,24.268698,0.956226,0.958795
replace,200,14,0.0776,0.0727,1.9127,1.8351,1.84,24.648196,26.309491,0.959429,0.961991
replace,200,15,0.0932,0.1037,1.8327,1.7395,1.729,19.664163,17.673095,0.949146,0.943417
replace,200,16,0.0971,0.1007,2.3728,2.2757,2.2721,24.436663,23.563059,0.959078,0.957561
replace,200,17,0.0817,0.078,1.7342,1.6525,1.6562,21.226438,22.233333,0.952889,0.955022
replace,200,18,0.0972,0.1021,2.1389,2.0417,2.0368,22.005144,20.94907,0.954556,0.952265
replace,200,19,0.0909,0.1005,1.9373,1.8464,1.8368,21.312431,19.276617,0.953079,0.948124
replace,200,20,0.0829,0.0727,1.7032,1.6203,1.6305,20.545235,23.427785,0.951327,0.957316
replace,200,21,0.0787,0.0739,1.7767,1.698,1.7028,22.575604,24.041949,0.955704,0.958406
replace,200,22,0.078,0.0739,1.6843,1.6063,1.6104,21.59359,22.79161,0.95369,0.956124
replace,200,23,0.0799,0.0728,1.7048,1.6249,1.632,21.336671,23.417582,0.953132,0.957297
replace,200,24,0.0801,0.0727,1.7839,1.7038,1.7112,22.270911,24.537827,0.955098,0.959247
replace,200,25,0.0758,0.0719,1.7013,1.6255,1.6294,22.444591,23.662031,0.955446,0.957738
replace,200,26,0.0773,0.0724,1.8399,1.7626,1.7675,23.80207,25.412983,0.957987,0.96065
replace,200,27,0.0786,0.0732,1.6946,1.616,1.6214,21.559796,23.150273,0.953617,0.956804
replace,200,28,0.0779,0.0739,1.7112,1.6333,1.6373,21.966624,23.155616,0.954476,0.956814
replace,200,29,0.0778,0.0754,1.7779,1.7001,1.7025,22.852185,23.579576,0.956241,0.95759
replace,200,30,0.078,0.0785,1.7154,1.6374,1.6369,21.992308,21.852229,0.95453,0.954238
replace,200,31,0.0767,0.1142,1.833,1.7563,1.7188,23.898305,16.050788,0.958156,0.937698
replace,200,32,0.0866,0.0728,1.7717,1.6851,1.6989,20.45843,24.336538,0.95112,0.95891
replace,200,33,0.084,0.0729,1.7384,1.6544,1.6655,20.695238,23.846365,0.95168,0.958065
replace,200,34,0.0818,0.0763,1.9656,1.8838,1.8893,24.02934,25.761468,0.958384,0.961182
replace,200,35,0.0781,0.0713,1.7251,1.647,1.6538,22.088348,24.194951,0.954727,0.958669
replace,200,36,0.081,0.0716,2.0485,1.9675,1.9769,25.290123,28.610335,0.960459,0.965048
replace,200,37,0.1356,0.1924,1.741,1.6054,1.5486,12.839233,9.048857,0.922114,0.889489
replace,200,38,0.0806,0.069,1.6964,1.6158,1.6274,21.047146,24.585507,0.952488,0.959326
replace,200,39,0.0819,0.0708,1.8113,1.7294,1.7405,22.115995,25.583333,0.954784,0.960912
replace,200,40,0.0777,0.072,1.7179,1.6402,1.6459,22.109395,23.859722,0.95477,0.958088
replace,200,41,0.0803,0.0684,1.9409,1.8606,1.8725,24.17061,28.375731,0.958627,0.964759
replace,200,42,0.0792,0.0721,1.6999,1.6207,1.6278,21.463384,23.576976,0.953409,0.957586
replace,200,43,0.0763,0.0686,1.6903,1.614,1.6217,22.153342,24.639942,0.95486,0.959415
replace,200,44,0.1515,0.07,2.6803,2.5288,2.6103,17.691749,38.29,0.943476,0.973884
replace,200,45,0.0766,0.0701,1.6891,1.6125,1.619,22.050914,24.095578,0.95465,0.958499
replace,200,46,0.0753,0.069,1.8094,1.7341,1.7404,24.029216,26.223188,0.958384,0.961866
replace,200,47,0.0793,0.0709,1.7085,1.6292,1.6376,21.544767,24.09732,0.953585,0.958502
replace,200,48,0.0783,0.0692,1.6937,1.6154,1.6245,21.630907,24.475434,0.95377,0.959143
replace,200,49,0.0757,0.0687,1.7656,1.6899,1.6969,23.323646,25.700146,0.957125,0.96109
replace,200,50,0.0784,0.0683,1.6892,1.6108,1.6209,21.545918,24.732064,0.953587,0.959567
replace,200,51,0.0779,0.0688,1.7882,1.7103,1.7194,22.955071,25.991279,0.956437,0.961526
replace,200,52,0.0763,0.0683,1.6954,1.6191,1.6271,22.220183,24.82284,0.954996,0.959715
replace,200,53,0.0793,0.0684,1.7304,1.6511,1.662,21.820933,25.298246,0.954172,0.960472
replace,200,54,0.081,0.0696,1.8,1.719,1.7304,22.222222,25.862069,0.955,0.961333
replace,200,55,0.076,0.0685,1.8483,1.7723,1.7798,24.319737,26.982482,0.958881,0.962939
replace,200,56,0.0836,0.0706,2.4522,2.3686,2.3816,29.332536,34.733711,0.965908,0.97121
replace,200,57,0.0773,0.0688,1.8423,1.765,1.7735,23.833118,26.777616,0.958042,0.962655
replace,200,58,0.0765,0.0683,1.6891,1.6126,1.6208,22.079739,24.7306,0.95471,0.959564
replace,200,59,0.0812,0.0707,1.7938,1.7126,1.7231,22.091133,25.371994,0.954733,0.960586
replace,200,60,0.0783,0.0684,1.6843,1.606,1.6159,21.510856,24.624269,0.953512,0.95939
replace,200,61,0.0759,0.068,1.8306,1.7547,1.7626,24.118577,26.920588,0.958538,0.962854
replace,200,62,0.0767,0.069,1.693,1.6163,1.624,22.073012,24.536232,0.954696,0.959244
replace,200,63,0.0784,0.0687,1.6973,1.6189,1.6286,21.649235,24.705968,0.953809,0.959524
replace,200,64,0.0768,0.0694,1.8306,1.7538,1.7612,23.835937,26.377522,0.958047,0.962089
replace,200,65,0.0775,0.07,1.7009,1.6234,1.6309,21.947097,24.298571,0.954436,0.958845
replace,200,66,0.0786,0.0689,1.7792,1.7006,1.7103,22.636132,25.822932,0.955823,0.961275
replace,200,67,0.078,0.0684,1.6859,1.6079,1.6175,21.614103,24.647661,0.953734,0.959428
replace,200,68,0.0773,0.0689,1.6839,1.6066,1.615,21.783959,24.439768,0.954095,0.959083
replace,200,69,0.0784,0.069,1.7627,1.6843,1.6937,22.483418,25.546377,0.955523,0.960856
replace,200,70,0.0771,0.0678,1.6838,1.6067,1.616,21.83917,24.834808,0.954211,0.959734
