browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
chromium,149.0.7827.55,500,6,measurement,pass,500,500,0,true,500,4.900000035762787,117.69999998807907,126,607,,
chromium,149.0.7827.55,500,7,measurement,pass,500,500,0,true,500,5.100000023841858,112.19999998807907,120,570,,
chromium,149.0.7827.55,500,8,measurement,pass,500,500,0,true,500,5.399999976158142,117.39999997615814,125,586,,
chromium,149.0.7827.55,500,9,measurement,pass,500,500,0,true,500,5.800000011920929,109,117,559,,
chromium,149.0.7827.55,500,10,measurement,pass,500,500,0,true,500,5.5,116.09999996423721,124,557,,
chromium,149.0.7827.55,500,11,measurement,pass,500,500,0,true,500,6.100000023841858,116.59999996423721,125,577,,
chromium,149.0.7827.55,500,12,measurement,pass,500,500,0,true,500,5.099999964237213,111.69999998807907,120,592,,
chromium,149.0.7827.55,500,13,measurement,pass,500,500,0,true,500,5.200000047683716,119.89999997615814,127,603,,
chromium,149.0.7827.55,500,14,measurement,pass,500,500,0,true,500,6.199999988079071,113.90000003576279,122,604,,
chromium,149.0.7827.55,500,15,measurement,pass,500,500,0,true,500,6.300000011920929,116.09999996423721,124,588,,
chromium,149.0.7827.55,500,16,measurement,pass,500,500,0,true,500,5,110.90000003576279,118,579,,
chromium,149.0.7827.55,500,17,measurement,pass,500,500,0,true,500,6.099999964237213,116,124,564,,
chromium,149.0.7827.55,500,18,measurement,pass,500,500,0,true,500,5.400000035762787,111,119,578,,
chromium,149.0.7827.55,500,19,measurement,pass,500,500,0,true,500,5.700000047683716,116.69999998807907,125,580,,
chromium,149.0.7827.55,500,20,measurement,pass,500,500,0,true,500,5.399999976158142,115.19999998807907,122,586,,
chromium,149.0.7827.55,500,21,measurement,pass,500,500,0,true,500,5.799999952316284,124,132,580,,
chromium,149.0.7827.55,500,22,measurement,pass,500,500,0,true,500,5.900000035762787,123.59999996423721,132,603,,
chromium,149.0.7827.55,500,23,measurement,pass,500,500,0,true,500,5,116.39999997615814,124,607,,
chromium,149.0.7827.55,500,24,measurement,pass,500,500,0,true,500,6.900000035762787,120,129,599,,
chromium,149.0.7827.55,500,25,measurement,pass,500,500,0,true,500,5.699999988079071,114.90000003576279,122,563,,
chromium,149.0.7827.55,500,26,measurement,pass,500,500,0,true,500,5.400000035762787,112.39999997615814,120,585,,
chromium,149.0.7827.55,500,27,measurement,pass,500,500,0,true,500,5.399999976158142,120.20000004768372,127,597,,
chromium,149.0.7827.55,500,28,measurement,pass,500,500,0,true,500,6,114.39999997615814,122,568,,
chromium,149.0.7827.55,500,29,measurement,pass,500,500,0,true,500,6,110.69999998807907,118,579,,
chromium,149.0.7827.55,500,30,measurement,pass,500,500,0,true,500,4.600000023841858,108.89999997615814,120,561,,
chromium,149.0.7827.55,1000,1,warmup,pass,1000,1000,0,true,1000,9.600000023841858,188.5999999642372,201,841,,
